num_requests,num_buses,num_trip_slots,num_stations,time_limit,mip_gap,scenario,seed,mode,status,objective,served_count,served_requests,trip_count,runtime_seconds,total_charge_time,total_charge_energy
5,1,2,2,120.0,0.0,deep_recharge,7,linear,OPTIMAL,184.9802,4,"r1,r2,r3,r4",2,0.6569998264312744,6.949499999999988,10.169999999999984
5,1,2,2,120.0,0.0,deep_recharge,7,nonlinear,OPTIMAL,184.98020000000062,4,"r1,r2,r3,r4",2,0.6050000190734863,4.517321428570654,10.169999999998995
