num_requests,num_buses,num_trip_slots,num_stations,time_limit,mip_gap,scenario,seed,mode,status,objective,served_count,served_requests,trip_count,runtime_seconds,total_charge_time,total_charge_energy
8,2,2,2,300.0,0.0,baseline,7,linear,OPTIMAL,305.64160004843234,7,"r1,r2,r3,r4,r5,r6,r7",4,50.76200008392334,15.894333281621847,23.259999924324653
8,2,2,2,300.0,0.0,baseline,7,nonlinear,OPTIMAL,305.6415996666338,7,"r1,r2,r3,r4,r5,r6,r7",4,58.92200016975403,17.494501320462756,23.25999999999991
8,2,2,2,300.0,0.0,partial_recharge,7,linear,OPTIMAL,305.641599016432,7,"r1,r2,r3,r4,r5,r6,r7",4,23.59500002861023,15.894331726084218,23.25999764792812
8,2,2,2,300.0,0.0,partial_recharge,7,nonlinear,OPTIMAL,305.6415996666343,7,"r1,r2,r3,r4,r5,r6,r7",4,29.962000131607056,17.49449994612113,23.25999999999882
8,2,2,2,300.0,0.0,deep_recharge,7,linear,OPTIMAL,300.2194000000001,7,"r1,r2,r3,r4,r5,r6,r7",4,13.647000074386597,17.349833333333322,25.389999999999983
8,2,2,2,300.0,0.0,deep_recharge,7,nonlinear,OPTIMAL,293.9763990115586,7,"r1,r2,r3,r4,r5,r6,r7",4,18.54200005531311,16.45464956119985,27.839987483804777
